student_id,assignment_name,assignment_type,grade
4,Assignment 4,homework,41
4,Assignment 5,project,32
4,Assignment 6,participation,32
4,Assignment 7,project,27
4,Assignment 8,quiz,70
4,Assignment 9,project,39
4,Assignment 10,test,30
4,Assignment 11,quiz,70
4,Assignment 12,participation,68
4,Assignment 13,homework,56
4,Assignment 14,test,25
4,Assignment 15,homework,60
4,Assignment 16,participation,32
4,Assignment 17,project,33
4,Assignment 18,test,57
4,Assignment 19,quiz,37
4,Assignment 20,participation,77
4,Assignment 21,project,55
4,Assignment 22,project,92
4,Assignment 23,homework,25
4,Assignment 24,quiz,33
4,Assignment 25,homework,49
4,Assignment 26,project,31
4,Assignment 27,test,75
4,Assignment 28,project,52
4,Assignment 29,participation,31
4,Assignment 30,participation,72
4,Assignment 31,homework,27
4,Assignment 32,homework,63
4,Assignment 33,homework,30
4,Assignment 34,participation,30
4,Assignment 35,project,34
4,Assignment 36,test,27
4,Assignment 37,quiz,47
4,Assignment 38,participation,62
4,Assignment 39,homework,35
4,Assignment 40,test,30
5,Assignment 1,quiz,86
5,Assignment 2,test,26
5,Assignment 3,quiz,49
5,Assignment 4,homework,30
5,Assignment 5,project,39
5,Assignment 6,participation,34
5,Assignment 7,project,40
5,Assignment 8,quiz,61
5,Assignment 9,project,31
5,Assignment 10,test,28
5,Assignment 11,quiz,69
5,Assignment 12,participation,85
5,Assignment 13,homework,57
5,Assignment 14,test,35
5,Assignment 15,homework,51
5,Assignment 16,participation,42
5,Assignment 17,project,27
5,Assignment 18,test,65
5,Assignment 19,quiz,37
5,Assignment 20,participation,64
5,Assignment 21,project,67
5,Assignment 22,project,82
5,Assignment 23,homework,31
5,Assignment 24,quiz,28
5,Assignment 25,homework,62
5,Assignment 26,project,29
5,Assignment 27,test,72
5,Assignment 28,project,44
5,Assignment 29,participation,43
5,Assignment 30,participation,98
5,Assignment 31,homework,30
5,Assignment 32,homework,52
5,Assignment 33,homework,33
5,Assignment 34,participation,36
5,Assignment 35,project,31
5,Assignment 36,test,31
5,Assignment 37,quiz,43
5,Assignment 38,participation,69
5,Assignment 39,homework,40
5,Assignment 40,test,32
6,Assignment 1,quiz,100
6,Assignment 2,test,29
6,Assignment 3,quiz,68
6,Assignment 4,homework,43
6,Assignment 5,project,48
6,Assignment 6,participation,48
6,Assignment 7,project,40
6,Assignment 8,quiz,69
6,Assignment 9,project,54
6,Assignment 10,test,39
6,Assignment 11,quiz,73
6,Assignment 12,participation,98
6,Assignment 13,homework,69
6,Assignment 14,test,37
6,Assignment 15,homework,45
6,Assignment 16,participation,40
6,Assignment 17,project,22
6,Assignment 18,test,65
6,Assignment 19,quiz,42
6,Assignment 20,participation,81
6,Assignment 21,project,70
6,Assignment 22,project,93
6,Assignment 23,homework,35
6,Assignment 24,quiz,40
6,Assignment 25,homework,55
6,Assignment 26,project,38
6,Assignment 27,test,100
6,Assignment 28,project,61
6,Assignment 29,participation,47
6,Assignment 30,participation,100
6,Assignment 31,homework,35
6,Assignment 32,homework,90
6,Assignment 33,homework,44
6,Assignment 34,participation,44
6,Assignment 35,project,38
6,Assignment 36,test,33
6,Assignment 37,quiz,46
6,Assignment 38,participation,82
6,Assignment 39,homework,36
6,Assignment 40,test,41
7,Assignment 1,quiz,100
7,Assignment 2,test,53
7,Assignment 3,quiz,93
7,Assignment 4,homework,77
7,Assignment 5,project,76
7,Assignment 6,participation,64
7,Assignment 7,project,73
7,Assignment 8,quiz,100
7,Assignment 9,project,64
7,Assignment 10,test,58
7,Assignment 11,quiz,100
7,Assignment 12,participation,100
7,Assignment 13,homework,100
7,Assignment 14,test,72
7,Assignment 15,homework,100
7,Assignment 16,participation,68
7,Assignment 17,project,55
7,Assignment 18,test,100
7,Assignment 19,quiz,66
7,Assignment 20,participation,100
7,Assignment 21,project,100
7,Assignment 22,project,100
7,Assignment 23,homework,53
7,Assignment 24,quiz,63
7,Assignment 25,homework,100
7,Assignment 26,project,58
7,Assignment 27,test,100
7,Assignment 28,project,71
7,Assignment 29,participation,73
7,Assignment 30,participation,100
7,Assignment 31,homework,56
7,Assignment 32,homework,100
7,Assignment 33,homework,61
7,Assignment 34,participation,67
7,Assignment 35,project,61
7,Assignment 36,test,70
7,Assignment 37,quiz,77
7,Assignment 38,participation,100
7,Assignment 39,homework,53
7,Assignment 40,test,69
8,Assignment 1,quiz,100
8,Assignment 2,test,47
8,Assignment 3,quiz,85
8,Assignment 4,homework,64
8,Assignment 5,project,68
8,Assignment 6,participation,65
8,Assignment 7,project,71
8,Assignment 8,quiz,100
8,Assignment 9,project,72
8,Assignment 10,test,60
8,Assignment 11,quiz,100
8,Assignment 12,participation,100
8,Assignment 13,homework,93
8,Assignment 14,test,55
8,Assignment 15,homework,90
8,Assignment 16,participation,68
8,Assignment 17,project,45
8,Assignment 18,test,100
8,Assignment 19,quiz,43
8,Assignment 20,participation,100
8,Assignment 21,project,94
8,Assignment 22,project,100
8,Assignment 23,homework,37
8,Assignment 24,quiz,62
8,Assignment 25,homework,100
8,Assignment 26,project,45
8,Assignment 27,test,100
8,Assignment 28,project,57
8,Assignment 29,participation,67
8,Assignment 30,participation,100
8,Assignment 31,homework,52
8,Assignment 32,homework,100
8,Assignment 33,homework,57
8,Assignment 34,participation,61
8,Assignment 35,project,55
8,Assignment 36,test,51
8,Assignment 37,quiz,72
8,Assignment 38,participation,100
8,Assignment 39,homework,65
8,Assignment 40,test,56
9,Assignment 1,quiz,63
9,Assignment 2,test,33
9,Assignment 3,quiz,52
9,Assignment 4,homework,43
9,Assignment 5,project,44
9,Assignment 6,participation,43
9,Assignment 7,project,36
9,Assignment 8,quiz,69
9,Assignment 9,project,42
9,Assignment 10,test,32
9,Assignment 11,quiz,79
9,Assignment 12,participation,69
9,Assignment 13,homework,56
9,Assignment 14,test,32
9,Assignment 15,homework,60
9,Assignment 16,participation,30
9,Assignment 17,project,26
9,Assignment 18,test,55
9,Assignment 19,quiz,39
9,Assignment 20,participation,77
9,Assignment 21,project,49
9,Assignment 22,project,81
9,Assignment 23,homework,33
9,Assignment 24,quiz,34
9,Assignment 25,homework,54
9,Assignment 26,project,34
9,Assignment 27,test,86
9,Assignment 28,project,41
9,Assignment 29,participation,39
9,Assignment 30,participation,78
9,Assignment 31,homework,25
9,Assignment 32,homework,80
9,Assignment 33,homework,31
9,Assignment 34,participation,37
9,Assignment 35,project,32
9,Assignment 36,test,36
9,Assignment 37,quiz,39
9,Assignment 38,participation,63
9,Assignment 39,homework,27
9,Assignment 40,test,36
10,Assignment 1,quiz,100
10,Assignment 2,test,67
10,Assignment 3,quiz,100
10,Assignment 4,homework,46
10,Assignment 5,project,86
10,Assignment 6,participation,57
10,Assignment 7,project,85
10,Assignment 8,quiz,100
10,Assignment 9,project,55
10,Assignment 10,test,64
10,Assignment 11,quiz,100
10,Assignment 12,participation,100
10,Assignment 13,homework,100
10,Assignment 14,test,59
10,Assignment 15,homework,100
10,Assignment 16,participation,66
10,Assignment 17,project,67
10,Assignment 18,test,100
10,Assignment 19,quiz,79
10,Assignment 20,participation,100
10,Assignment 21,project,100
10,Assignment 22,project,100
10,Assignment 23,homework,60
10,Assignment 24,quiz,57
10,Assignment 25,homework,100
10,Assignment 26,project,60
10,Assignment 27,test,100
10,Assignment 28,project,97
10,Assignment 29,participation,81
10,Assignment 30,participation,100
10,Assignment 31,homework,63
10,Assignment 32,homework,100
10,Assignment 33,homework,63
10,Assignment 34,participation,64
10,Assignment 35,project,64
10,Assignment 36,test,67
10,Assignment 37,quiz,100
10,Assignment 38,participation,100
10,Assignment 39,homework,82
10,Assignment 40,test,73
11,Assignment 1,quiz,100
11,Assignment 2,test,100
11,Assignment 3,quiz,100
11,Assignment 4,homework,100
11,Assignment 5,project,100
11,Assignment 6,participation,88
11,Assignment 7,project,70
11,Assignment 8,quiz,100
11,Assignment 9,project,100
11,Assignment 10,test,80
11,Assignment 11,quiz,100
11,Assignment 12,participation,100
11,Assignment 13,homework,100
11,Assignment 14,test,94
11,Assignment 15,homework,100
11,Assignment 16,participation,100
11,Assignment 17,project,78
11,Assignment 18,test,100
11,Assignment 19,quiz,87
11,Assignment 20,participation,100
11,Assignment 21,project,100
11,Assignment 22,project,100
11,Assignment 23,homework,84
11,Assignment 24,quiz,77
11,Assignment 25,homework,100
11,Assignment 26,project,85
11,Assignment 27,test,100
11,Assignment 28,project,100
11,Assignment 29,participation,100
11,Assignment 30,participation,100
11,Assignment 31,homework,75
11,Assignment 32,homework,100
11,Assignment 33,homework,100
11,Assignment 34,participation,87
11,Assignment 35,project,93
11,Assignment 36,test,83
11,Assignment 37,quiz,100
11,Assignment 38,participation,100
11,Assignment 39,homework,100
11,Assignment 40,test,87
12,Assignment 1,quiz,100
12,Assignment 2,test,84
12,Assignment 3,quiz,100
12,Assignment 4,homework,100
12,Assignment 5,project,100
12,Assignment 6,participation,95
12,Assignment 7,project,100
12,Assignment 8,quiz,100
12,Assignment 9,project,100
12,Assignment 10,test,80
12,Assignment 11,quiz,100
12,Assignment 12,participation,100
12,Assignment 13,homework,100
12,Assignment 14,test,91
12,Assignment 15,homework,100
12,Assignment 16,participation,100
12,Assignment 17,project,91
12,Assignment 18,test,100
12,Assignment 19,quiz,100
12,Assignment 20,participation,100
12,Assignment 21,project,100
12,Assignment 22,project,100
12,Assignment 23,homework,100
12,Assignment 24,quiz,88
12,Assignment 25,homework,100
12,Assignment 26,project,94
12,Assignment 27,test,100
12,Assignment 28,project,100
12,Assignment 29,participation,100
12,Assignment 30,participation,100
12,Assignment 31,homework,84
12,Assignment 32,homework,100
12,Assignment 33,homework,82
12,Assignment 34,participation,83
12,Assignment 35,project,90
12,Assignment 36,test,80
12,Assignment 37,quiz,100
12,Assignment 38,participation,100
12,Assignment 39,homework,89
12,Assignment 40,test,100
13,Assignment 1,quiz,100
13,Assignment 2,test,75
13,Assignment 3,quiz,100
13,Assignment 4,homework,84
13,Assignment 5,project,100
13,Assignment 6,participation,80
13,Assignment 7,project,100
13,Assignment 8,quiz,100
13,Assignment 9,project,97
13,Assignment 10,test,75
13,Assignment 11,quiz,100
13,Assignment 12,participation,100
13,Assignment 13,homework,100
13,Assignment 14,test,83
13,Assignment 15,homework,100
13,Assignment 16,participation,86
13,Assignment 17,project,77
13,Assignment 18,test,100
13,Assignment 19,quiz,100
13,Assignment 20,participation,100
13,Assignment 21,project,100
13,Assignment 22,project,100
13,Assignment 23,homework,68
13,Assignment 24,quiz,94
13,Assignment 25,homework,100
13,Assignment 26,project,75
13,Assignment 27,test,100
13,Assignment 28,project,100
13,Assignment 29,participation,100
13,Assignment 30,participation,100
13,Assignment 31,homework,78
13,Assignment 32,homework,100
13,Assignment 33,homework,78
13,Assignment 34,participation,75
13,Assignment 35,project,79
13,Assignment 36,test,71
13,Assignment 37,quiz,100
13,Assignment 38,participation,100
13,Assignment 39,homework,92
13,Assignment 40,test,71
14,Assignment 1,quiz,85
14,Assignment 2,test,36
14,Assignment 3,quiz,62
14,Assignment 4,homework,39
14,Assignment 5,project,48
14,Assignment 6,participation,34
14,Assignment 7,project,41
14,Assignment 8,quiz,83
14,Assignment 9,project,48
14,Assignment 10,test,41
14,Assignment 11,quiz,71
14,Assignment 12,participation,100
14,Assignment 13,homework,52
14,Assignment 14,test,28
14,Assignment 15,homework,55
14,Assignment 16,participation,36
14,Assignment 17,project,33
14,Assignment 18,test,76
14,Assignment 19,quiz,50
14,Assignment 20,participation,75
14,Assignment 21,project,68
14,Assignment 22,project,100
14,Assignment 23,homework,29
14,Assignment 24,quiz,42
14,Assignment 25,homework,58
14,Assignment 26,project,35
14,Assignment 27,test,78
14,Assignment 28,project,55
14,Assignment 29,participation,53
14,Assignment 30,participation,100
14,Assignment 31,homework,38
14,Assignment 32,homework,80
14,Assignment 33,homework,41
14,Assignment 34,participation,40
14,Assignment 35,project,31
14,Assignment 36,test,36
14,Assignment 37,quiz,46
14,Assignment 38,participation,67
14,Assignment 39,homework,40
14,Assignment 40,test,44
15,Assignment 1,quiz,100
15,Assignment 2,test,77
15,Assignment 3,quiz,100
15,Assignment 4,homework,81
15,Assignment 5,project,94
15,Assignment 6,participation,84
15,Assignment 7,project,100
15,Assignment 8,quiz,100
15,Assignment 9,project,98
15,Assignment 10,test,72
15,Assignment 11,quiz,100
15,Assignment 12,participation,100
15,Assignment 13,homework,100
15,Assignment 14,test,91
15,Assignment 15,homework,100
15,Assignment 16,participation,89
15,Assignment 17,project,86
15,Assignment 18,test,100
15,Assignment 19,quiz,85
15,Assignment 20,participation,100
15,Assignment 21,project,100
15,Assignment 22,project,100
15,Assignment 23,homework,57
15,Assignment 24,quiz,73
15,Assignment 25,homework,100
15,Assignment 26,project,79
15,Assignment 27,test,100
15,Assignment 28,project,100
15,Assignment 29,participation,90
15,Assignment 30,participation,100
15,Assignment 31,homework,55
15,Assignment 32,homework,100
15,Assignment 33,homework,70
15,Assignment 34,participation,66
15,Assignment 35,project,82
15,Assignment 36,test,80
15,Assignment 37,quiz,100
15,Assignment 38,participation,100
15,Assignment 39,homework,75
15,Assignment 40,test,74
16,Assignment 1,quiz,100
16,Assignment 2,test,36
16,Assignment 3,quiz,61
16,Assignment 4,homework,45
16,Assignment 5,project,47
16,Assignment 6,participation,42
16,Assignment 7,project,45
16,Assignment 8,quiz,91
16,Assignment 9,project,46
16,Assignment 10,test,35
16,Assignment 11,quiz,78
16,Assignment 12,participation,92
16,Assignment 13,homework,73
16,Assignment 14,test,35
16,Assignment 15,homework,64
16,Assignment 16,participation,37
16,Assignment 17,project,27
16,Assignment 18,test,70
16,Assignment 19,quiz,47
16,Assignment 20,participation,69
16,Assignment 21,project,85
16,Assignment 22,project,100
16,Assignment 23,homework,36
16,Assignment 24,quiz,39
16,Assignment 25,homework,67
16,Assignment 26,project,38
16,Assignment 27,test,74
16,Assignment 28,project,60
16,Assignment 29,participation,52
16,Assignment 30,participation,100
16,Assignment 31,homework,39
16,Assignment 32,homework,83
16,Assignment 33,homework,33
16,Assignment 34,participation,33
16,Assignment 35,project,35
16,Assignment 36,test,31
16,Assignment 37,quiz,44
16,Assignment 38,participation,90
16,Assignment 39,homework,46
16,Assignment 40,test,44
17,Assignment 1,quiz,100
17,Assignment 2,test,61
17,Assignment 3,quiz,100
17,Assignment 4,homework,100
17,Assignment 5,project,100
17,Assignment 6,participation,94
17,Assignment 7,project,77
17,Assignment 8,quiz,100
17,Assignment 9,project,97
17,Assignment 10,test,88
17,Assignment 11,quiz,100
17,Assignment 12,participation,100
17,Assignment 13,homework,100
17,Assignment 14,test,85
17,Assignment 15,homework,100
17,Assignment 16,participation,100
17,Assignment 17,project,81
17,Assignment 18,test,100
17,Assignment 19,quiz,100
17,Assignment 20,participation,100
17,Assignment 21,project,100
17,Assignment 22,project,100
17,Assignment 23,homework,80
17,Assignment 24,quiz,72
17,Assignment 25,homework,100
17,Assignment 26,project,74
17,Assignment 27,test,100
17,Assignment 28,project,100
17,Assignment 29,participation,100
17,Assignment 30,participation,100
17,Assignment 31,homework,87
17,Assignment 32,homework,100
17,Assignment 33,homework,75
17,Assignment 34,participation,78
17,Assignment 35,project,90
17,Assignment 36,test,100
17,Assignment 37,quiz,100
17,Assignment 38,participation,100
17,Assignment 39,homework,99
17,Assignment 40,test,89
18,Assignment 1,quiz,100
18,Assignment 2,test,73
18,Assignment 3,quiz,100
18,Assignment 4,homework,66
18,Assignment 5,project,92
18,Assignment 6,participation,96
18,Assignment 7,project,100
18,Assignment 8,quiz,100
18,Assignment 9,project,100
18,Assignment 10,test,80
18,Assignment 11,quiz,100
18,Assignment 12,participation,100
18,Assignment 13,homework,100
18,Assignment 14,test,64
18,Assignment 15,homework,100
18,Assignment 16,participation,99
18,Assignment 17,project,76
18,Assignment 18,test,100
18,Assignment 19,quiz,75
18,Assignment 20,participation,100
18,Assignment 21,project,100
18,Assignment 22,project,100
18,Assignment 23,homework,68
18,Assignment 24,quiz,83
18,Assignment 25,homework,100
18,Assignment 26,project,74
18,Assignment 27,test,100
18,Assignment 28,project,100
18,Assignment 29,participation,93
18,Assignment 30,participation,100
18,Assignment 31,homework,69
18,Assignment 32,homework,100
18,Assignment 33,homework,78
18,Assignment 34,participation,92
18,Assignment 35,project,72
18,Assignment 36,test,71
18,Assignment 37,quiz,100
18,Assignment 38,participation,100
18,Assignment 39,homework,80
18,Assignment 40,test,88
19,Assignment 1,quiz,100
19,Assignment 2,test,69
19,Assignment 3,quiz,100
19,Assignment 4,homework,96
19,Assignment 5,project,75
19,Assignment 6,participation,69
19,Assignment 7,project,73
19,Assignment 8,quiz,100
19,Assignment 9,project,94
19,Assignment 10,test,72
19,Assignment 11,quiz,100
19,Assignment 12,participation,100
19,Assignment 13,homework,100
19,Assignment 14,test,85
19,Assignment 15,homework,100
19,Assignment 16,participation,79
19,Assignment 17,project,69
19,Assignment 18,test,100
19,Assignment 19,quiz,96
19,Assignment 20,participation,100
19,Assignment 21,project,100
19,Assignment 22,project,100
19,Assignment 23,homework,69
19,Assignment 24,quiz,86
19,Assignment 25,homework,100
19,Assignment 26,project,71
19,Assignment 27,test,100
19,Assignment 28,project,100
19,Assignment 29,participation,98
19,Assignment 30,participation,100
19,Assignment 31,homework,78
19,Assignment 32,homework,100
19,Assignment 33,homework,63
19,Assignment 34,participation,82
19,Assignment 35,project,82
19,Assignment 36,test,85
19,Assignment 37,quiz,100
19,Assignment 38,participation,100
19,Assignment 39,homework,70
19,Assignment 40,test,96
20,Assignment 1,quiz,95
20,Assignment 2,test,35
20,Assignment 3,quiz,53
20,Assignment 4,homework,45
20,Assignment 5,project,45
20,Assignment 6,participation,47
20,Assignment 7,project,43
20,Assignment 8,quiz,81
20,Assignment 9,project,50
20,Assignment 10,test,31
20,Assignment 11,quiz,100
20,Assignment 12,participation,87
20,Assignment 13,homework,65
20,Assignment 14,test,39
20,Assignment 15,homework,64
20,Assignment 16,participation,40
20,Assignment 17,project,31
20,Assignment 18,test,68
20,Assignment 19,quiz,40
20,Assignment 20,participation,100
20,Assignment 21,project,64
20,Assignment 22,project,100
20,Assignment 23,homework,39
20,Assignment 24,quiz,36
20,Assignment 25,homework,58
20,Assignment 26,project,28
20,Assignment 27,test,80
20,Assignment 28,project,54
20,Assignment 29,participation,49
20,Assignment 30,participation,100
20,Assignment 31,homework,40
20,Assignment 32,homework,76
20,Assignment 33,homework,47
20,Assignment 34,participation,40
20,Assignment 35,project,37
20,Assignment 36,test,35
20,Assignment 37,quiz,42
20,Assignment 38,participation,81
20,Assignment 39,homework,46
20,Assignment 40,test,44
21,Assignment 1,quiz,100
21,Assignment 2,test,67
21,Assignment 3,quiz,98
21,Assignment 4,homework,88
21,Assignment 5,project,92
21,Assignment 6,participation,88
21,Assignment 7,project,85
21,Assignment 8,quiz,100
21,Assignment 9,project,71
21,Assignment 10,test,58
21,Assignment 11,quiz,100
21,Assignment 12,participation,100
21,Assignment 13,homework,100
21,Assignment 14,test,76
21,Assignment 15,homework,100
21,Assignment 16,participation,87
21,Assignment 17,project,71
21,Assignment 18,test,100
21,Assignment 19,quiz,89
21,Assignment 20,participation,100
21,Assignment 21,project,100
21,Assignment 22,project,100
21,Assignment 23,homework,70
21,Assignment 24,quiz,79
21,Assignment 25,homework,100
21,Assignment 26,project,70
21,Assignment 27,test,100
21,Assignment 28,project,100
21,Assignment 29,participation,87
21,Assignment 30,participation,100
21,Assignment 31,homework,60
21,Assignment 32,homework,100
21,Assignment 33,homework,76
21,Assignment 34,participation,69
21,Assignment 35,project,70
21,Assignment 36,test,60
21,Assignment 37,quiz,100
21,Assignment 38,participation,100
21,Assignment 39,homework,58
21,Assignment 40,test,92
22,Assignment 1,quiz,79
22,Assignment 2,test,36
22,Assignment 3,quiz,57
22,Assignment 4,homework,54
22,Assignment 5,project,41
22,Assignment 6,participation,40
22,Assignment 7,project,39
22,Assignment 8,quiz,86
22,Assignment 9,project,47
22,Assignment 10,test,32
22,Assignment 11,quiz,79
22,Assignment 12,participation,96
22,Assignment 13,homework,69
22,Assignment 14,test,35
22,Assignment 15,homework,66
22,Assignment 16,participation,54
22,Assignment 17,project,35
22,Assignment 18,test,78
22,Assignment 19,quiz,39
22,Assignment 20,participation,80
22,Assignment 21,project,89
22,Assignment 22,project,88
22,Assignment 23,homework,42
22,Assignment 24,quiz,42
22,Assignment 25,homework,62
22,Assignment 26,project,34
22,Assignment 27,test,89
22,Assignment 28,project,55
22,Assignment 29,participation,51
22,Assignment 30,participation,100
22,Assignment 31,homework,36
22,Assignment 32,homework,81
22,Assignment 33,homework,37
22,Assignment 34,participation,35
22,Assignment 35,project,36
22,Assignment 36,test,34
22,Assignment 37,quiz,50
22,Assignment 38,participation,69
22,Assignment 39,homework,30
22,Assignment 40,test,36
23,Assignment 1,quiz,95
23,Assignment 2,test,33
23,Assignment 3,quiz,58
23,Assignment 4,homework,45
23,Assignment 5,project,62
23,Assignment 6,participation,46
23,Assignment 7,project,40
23,Assignment 8,quiz,86
23,Assignment 9,project,41
23,Assignment 10,test,33
23,Assignment 11,quiz,86
23,Assignment 12,participation,90
23,Assignment 13,homework,65
23,Assignment 14,test,35
23,Assignment 15,homework,64
23,Assignment 16,participation,51
23,Assignment 17,project,33
23,Assignment 18,test,71
23,Assignment 19,quiz,37
23,Assignment 20,participation,100
23,Assignment 21,project,68
23,Assignment 22,project,94
23,Assignment 23,homework,35
23,Assignment 24,quiz,32
23,Assignment 25,homework,78
23,Assignment 26,project,34
23,Assignment 27,test,86
23,Assignment 28,project,55
23,Assignment 29,participation,49
23,Assignment 30,participation,100
23,Assignment 31,homework,38
23,Assignment 32,homework,90
23,Assignment 33,homework,41
23,Assignment 34,participation,27
23,Assignment 35,project,39
23,Assignment 36,test,47
23,Assignment 37,quiz,62
23,Assignment 38,participation,76
23,Assignment 39,homework,36
23,Assignment 40,test,42
24,Assignment 1,quiz,100
24,Assignment 2,test,56
24,Assignment 3,quiz,100
24,Assignment 4,homework,82
24,Assignment 5,project,94
24,Assignment 6,participation,79
24,Assignment 7,project,72
24,Assignment 8,quiz,100
24,Assignment 9,project,74
24,Assignment 10,test,78
24,Assignment 11,quiz,100
24,Assignment 12,participation,100
24,Assignment 13,homework,100
24,Assignment 14,test,61
24,Assignment 15,homework,100
24,Assignment 16,participation,65
24,Assignment 17,project,56
24,Assignment 18,test,100
24,Assignment 19,quiz,62
24,Assignment 20,participation,100
24,Assignment 21,project,100
24,Assignment 22,project,100
24,Assignment 23,homework,52
24,Assignment 24,quiz,71
24,Assignment 25,homework,100
24,Assignment 26,project,71
24,Assignment 27,test,100
24,Assignment 28,project,100
24,Assignment 29,participation,100
24,Assignment 30,participation,100
24,Assignment 31,homework,71
24,Assignment 32,homework,100
24,Assignment 33,homework,73
24,Assignment 34,participation,62
24,Assignment 35,project,71
24,Assignment 36,test,71
24,Assignment 37,quiz,100
24,Assignment 38,participation,100
24,Assignment 39,homework,68
24,Assignment 40,test,77
25,Assignment 1,quiz,100
25,Assignment 2,test,48
25,Assignment 3,quiz,72
25,Assignment 4,homework,54
25,Assignment 5,project,58
25,Assignment 6,participation,45
25,Assignment 7,project,49
25,Assignment 8,quiz,75
25,Assignment 9,project,54
25,Assignment 10,test,36
25,Assignment 11,quiz,87
25,Assignment 12,participation,81
25,Assignment 13,homework,50
25,Assignment 14,test,44
25,Assignment 15,homework,73
25,Assignment 16,participation,39
25,Assignment 17,project,47
25,Assignment 18,test,90
25,Assignment 19,quiz,43
25,Assignment 20,participation,85
25,Assignment 21,project,86
25,Assignment 22,project,85
25,Assignment 23,homework,35
25,Assignment 24,quiz,39
25,Assignment 25,homework,62
25,Assignment 26,project,43
25,Assignment 27,test,86
25,Assignment 28,project,59
25,Assignment 29,participation,50
25,Assignment 30,participation,100
25,Assignment 31,homework,40
25,Assignment 32,homework,78
25,Assignment 33,homework,42
25,Assignment 34,participation,38
25,Assignment 35,project,48
25,Assignment 36,test,35
25,Assignment 37,quiz,58
25,Assignment 38,participation,94
25,Assignment 39,homework,37
25,Assignment 40,test,57
26,Assignment 1,quiz,100
26,Assignment 2,test,63
26,Assignment 3,quiz,100
26,Assignment 4,homework,100
26,Assignment 5,project,100
26,Assignment 6,participation,78
26,Assignment 7,project,96
26,Assignment 8,quiz,100
26,Assignment 9,project,100
26,Assignment 10,test,76
26,Assignment 11,quiz,100
26,Assignment 12,participation,100
26,Assignment 13,homework,100
