student_id,assignment_name,assignment_type,grade
10,Assignment 29,project,88
10,Assignment 30,project,54
10,Assignment 31,quiz,38
10,Assignment 32,homework,37
10,Assignment 33,participation,36
10,Assignment 34,participation,37
10,Assignment 35,quiz,35
10,Assignment 36,homework,38
10,Assignment 37,homework,54
10,Assignment 38,test,87
10,Assignment 39,test,40
10,Assignment 40,participation,31
11,Assignment 1,homework,100
11,Assignment 2,homework,100
11,Assignment 3,project,100
11,Assignment 4,homework,100
11,Assignment 5,homework,100
11,Assignment 6,homework,100
11,Assignment 7,quiz,100
11,Assignment 8,participation,92
11,Assignment 9,project,100
11,Assignment 10,quiz,100
11,Assignment 11,test,100
11,Assignment 12,homework,100
11,Assignment 13,project,100
11,Assignment 14,project,100
11,Assignment 15,project,100
11,Assignment 16,test,100
11,Assignment 17,participation,100
11,Assignment 18,quiz,100
11,Assignment 19,participation,100
11,Assignment 20,test,100
11,Assignment 21,homework,100
11,Assignment 22,test,100
11,Assignment 23,participation,100
11,Assignment 24,test,100
11,Assignment 25,quiz,100
11,Assignment 26,homework,100
11,Assignment 27,participation,100
11,Assignment 28,participation,100
11,Assignment 29,project,100
11,Assignment 30,project,100
11,Assignment 31,quiz,100
11,Assignment 32,homework,100
11,Assignment 33,participation,100
11,Assignment 34,participation,87
11,Assignment 35,quiz,88
11,Assignment 36,homework,100
11,Assignment 37,homework,100
11,Assignment 38,test,100
11,Assignment 39,test,100
11,Assignment 40,participation,75
12,Assignment 1,homework,94
12,Assignment 2,homework,51
12,Assignment 3,project,59
12,Assignment 4,homework,50
12,Assignment 5,homework,37
12,Assignment 6,homework,44
12,Assignment 7,quiz,34
12,Assignment 8,participation,32
12,Assignment 9,project,45
12,Assignment 10,quiz,80
12,Assignment 11,test,93
12,Assignment 12,homework,52
12,Assignment 13,project,67
12,Assignment 14,project,46
12,Assignment 15,project,34
12,Assignment 16,test,90
12,Assignment 17,participation,50
12,Assignment 18,quiz,71
12,Assignment 19,participation,64
12,Assignment 20,test,42
12,Assignment 21,homework,64
12,Assignment 22,test,59
12,Assignment 23,participation,46
12,Assignment 24,test,59
12,Assignment 25,quiz,31
12,Assignment 26,homework,50
12,Assignment 27,participation,56
12,Assignment 28,participation,81
12,Assignment 29,project,76
12,Assignment 30,project,63
12,Assignment 31,quiz,49
12,Assignment 32,homework,44
12,Assignment 33,participation,31
12,Assignment 34,participation,34
12,Assignment 35,quiz,34
12,Assignment 36,homework,42
12,Assignment 37,homework,44
12,Assignment 38,test,67
12,Assignment 39,test,38
12,Assignment 40,participation,35
13,Assignment 1,homework,76
13,Assignment 2,homework,71
13,Assignment 3,project,57
13,Assignment 4,homework,37
13,Assignment 5,homework,40
13,Assignment 6,homework,42
13,Assignment 7,quiz,37
13,Assignment 8,participation,43
13,Assignment 9,project,35
13,Assignment 10,quiz,79
13,Assignment 11,test,78
13,Assignment 12,homework,51
13,Assignment 13,project,48
13,Assignment 14,project,42
13,Assignment 15,project,33
13,Assignment 16,test,88
13,Assignment 17,participation,44
13,Assignment 18,quiz,57
13,Assignment 19,participation,50
13,Assignment 20,test,52
13,Assignment 21,homework,56
13,Assignment 22,test,57
13,Assignment 23,participation,47
13,Assignment 24,test,52
13,Assignment 25,quiz,39
13,Assignment 26,homework,50
13,Assignment 27,participation,56
13,Assignment 28,participation,62
13,Assignment 29,project,86
13,Assignment 30,project,52
13,Assignment 31,quiz,38
13,Assignment 32,homework,31
13,Assignment 33,participation,32
13,Assignment 34,participation,32
13,Assignment 35,quiz,29
13,Assignment 36,homework,42
13,Assignment 37,homework,54
13,Assignment 38,test,73
13,Assignment 39,test,48
13,Assignment 40,participation,30
14,Assignment 1,homework,100
14,Assignment 2,homework,100
14,Assignment 3,project,100
14,Assignment 4,homework,100
14,Assignment 5,homework,91
14,Assignment 6,homework,100
14,Assignment 7,quiz,74
14,Assignment 8,participation,100
14,Assignment 9,project,99
14,Assignment 10,quiz,100
14,Assignment 11,test,100
14,Assignment 12,homework,100
14,Assignment 13,project,100
14,Assignment 14,project,100
14,Assignment 15,project,100
14,Assignment 16,test,100
14,Assignment 17,participation,100
14,Assignment 18,quiz,100
14,Assignment 19,participation,100
14,Assignment 20,test,100
14,Assignment 21,homework,100
14,Assignment 22,test,100
14,Assignment 23,participation,100
14,Assignment 24,test,100
14,Assignment 25,quiz,78
14,Assignment 26,homework,100
14,Assignment 27,participation,100
14,Assignment 28,participation,100
14,Assignment 29,project,100
14,Assignment 30,project,100
14,Assignment 31,quiz,79
14,Assignment 32,homework,100
14,Assignment 33,participation,100
14,Assignment 34,participation,94
14,Assignment 35,quiz,93
14,Assignment 36,homework,100
14,Assignment 37,homework,100
14,Assignment 38,test,100
14,Assignment 39,test,100
14,Assignment 40,participation,71
15,Assignment 1,homework,100
15,Assignment 2,homework,100
15,Assignment 3,project,100
15,Assignment 4,homework,100
15,Assignment 5,homework,73
15,Assignment 6,homework,99
15,Assignment 7,quiz,64
15,Assignment 8,participation,79
15,Assignment 9,project,82
15,Assignment 10,quiz,100
15,Assignment 11,test,100
15,Assignment 12,homework,100
15,Assignment 13,project,100
15,Assignment 14,project,100
15,Assignment 15,project,99
15,Assignment 16,test,100
15,Assignment 17,participation,100
15,Assignment 18,quiz,100
15,Assignment 19,participation,100
15,Assignment 20,test,100
15,Assignment 21,homework,100
15,Assignment 22,test,100
15,Assignment 23,participation,100
15,Assignment 24,test,100
15,Assignment 25,quiz,83
15,Assignment 26,homework,100
15,Assignment 27,participation,100
15,Assignment 28,participation,100
15,Assignment 29,project,100
15,Assignment 30,project,100
15,Assignment 31,quiz,100
15,Assignment 32,homework,90
15,Assignment 33,participation,89
15,Assignment 34,participation,72
15,Assignment 35,quiz,86
15,Assignment 36,homework,100
15,Assignment 37,homework,100
15,Assignment 38,test,100
15,Assignment 39,test,100
15,Assignment 40,participation,64
16,Assignment 1,homework,68
16,Assignment 2,homework,56
16,Assignment 3,project,56
16,Assignment 4,homework,43
16,Assignment 5,homework,40
16,Assignment 6,homework,40
16,Assignment 7,quiz,36
16,Assignment 8,participation,30
16,Assignment 9,project,45
16,Assignment 10,quiz,96
16,Assignment 11,test,87
16,Assignment 12,homework,60
16,Assignment 13,project,52
16,Assignment 14,project,49
16,Assignment 15,project,38
16,Assignment 16,test,85
16,Assignment 17,participation,44
16,Assignment 18,quiz,98
16,Assignment 19,participation,62
16,Assignment 20,test,44
16,Assignment 21,homework,57
16,Assignment 22,test,56
16,Assignment 23,participation,58
16,Assignment 24,test,46
16,Assignment 25,quiz,29
16,Assignment 26,homework,61
16,Assignment 27,participation,53
16,Assignment 28,participation,91
16,Assignment 29,project,100
16,Assignment 30,project,51
16,Assignment 31,quiz,40
16,Assignment 32,homework,39
16,Assignment 33,participation,35
16,Assignment 34,participation,36
16,Assignment 35,quiz,32
16,Assignment 36,homework,47
16,Assignment 37,homework,43
16,Assignment 38,test,67
16,Assignment 39,test,42
16,Assignment 40,participation,35
17,Assignment 1,homework,100
17,Assignment 2,homework,71
17,Assignment 3,project,70
17,Assignment 4,homework,57
17,Assignment 5,homework,44
17,Assignment 6,homework,52
17,Assignment 7,quiz,33
17,Assignment 8,participation,35
17,Assignment 9,project,54
17,Assignment 10,quiz,100
17,Assignment 11,test,100
17,Assignment 12,homework,64
17,Assignment 13,project,73
17,Assignment 14,project,54
17,Assignment 15,project,40
17,Assignment 16,test,100
17,Assignment 17,participation,66
17,Assignment 18,quiz,90
17,Assignment 19,participation,73
17,Assignment 20,test,56
17,Assignment 21,homework,87
17,Assignment 22,test,68
17,Assignment 23,participation,66
17,Assignment 24,test,68
17,Assignment 25,quiz,45
17,Assignment 26,homework,71
17,Assignment 27,participation,62
17,Assignment 28,participation,78
17,Assignment 29,project,90
17,Assignment 30,project,75
17,Assignment 31,quiz,59
17,Assignment 32,homework,51
17,Assignment 33,participation,42
17,Assignment 34,participation,42
17,Assignment 35,quiz,47
17,Assignment 36,homework,53
17,Assignment 37,homework,59
17,Assignment 38,test,86
17,Assignment 39,test,63
17,Assignment 40,participation,38
18,Assignment 1,homework,100
18,Assignment 2,homework,84
18,Assignment 3,project,77
18,Assignment 4,homework,59
18,Assignment 5,homework,56
18,Assignment 6,homework,59
18,Assignment 7,quiz,49
18,Assignment 8,participation,52
18,Assignment 9,project,61
18,Assignment 10,quiz,100
18,Assignment 11,test,100
18,Assignment 12,homework,91
18,Assignment 13,project,95
18,Assignment 14,project,71
18,Assignment 15,project,51
18,Assignment 16,test,100
18,Assignment 17,participation,69
18,Assignment 18,quiz,88
18,Assignment 19,participation,96
18,Assignment 20,test,76
18,Assignment 21,homework,100
18,Assignment 22,test,79
18,Assignment 23,participation,71
18,Assignment 24,test,74
18,Assignment 25,quiz,45
18,Assignment 26,homework,77
18,Assignment 27,participation,78
18,Assignment 28,participation,100
18,Assignment 29,project,100
18,Assignment 30,project,69
18,Assignment 31,quiz,51
18,Assignment 32,homework,53
18,Assignment 33,participation,46
18,Assignment 34,participation,43
18,Assignment 35,quiz,49
18,Assignment 36,homework,71
18,Assignment 37,homework,88
18,Assignment 38,test,89
18,Assignment 39,test,65
18,Assignment 40,participation,42
19,Assignment 1,homework,100
19,Assignment 2,homework,100
19,Assignment 3,project,86
19,Assignment 4,homework,69
19,Assignment 5,homework,80
19,Assignment 6,homework,82
19,Assignment 7,quiz,58
19,Assignment 8,participation,61
19,Assignment 9,project,71
19,Assignment 10,quiz,100
19,Assignment 11,test,100
19,Assignment 12,homework,100
19,Assignment 13,project,100
19,Assignment 14,project,87
19,Assignment 15,project,71
19,Assignment 16,test,100
19,Assignment 17,participation,84
19,Assignment 18,quiz,100
19,Assignment 19,participation,100
19,Assignment 20,test,72
19,Assignment 21,homework,100
19,Assignment 22,test,100
19,Assignment 23,participation,84
19,Assignment 24,test,81
19,Assignment 25,quiz,57
19,Assignment 26,homework,92
19,Assignment 27,participation,100
19,Assignment 28,participation,100
19,Assignment 29,project,100
19,Assignment 30,project,90
19,Assignment 31,quiz,100
19,Assignment 32,homework,80
19,Assignment 33,participation,62
19,Assignment 34,participation,60
19,Assignment 35,quiz,73
19,Assignment 36,homework,78
19,Assignment 37,homework,100
19,Assignment 38,test,100
19,Assignment 39,test,99
19,Assignment 40,participation,63
20,Assignment 1,homework,100
20,Assignment 2,homework,100
20,Assignment 3,project,100
20,Assignment 4,homework,100
20,Assignment 5,homework,100
20,Assignment 6,homework,99
20,Assignment 7,quiz,70
20,Assignment 8,participation,71
20,Assignment 9,project,91
20,Assignment 10,quiz,100
20,Assignment 11,test,100
20,Assignment 12,homework,100
20,Assignment 13,project,100
20,Assignment 14,project,100
20,Assignment 15,project,100
20,Assignment 16,test,100
20,Assignment 17,participation,100
20,Assignment 18,quiz,100
20,Assignment 19,participation,100
20,Assignment 20,test,100
20,Assignment 21,homework,100
20,Assignment 22,test,100
20,Assignment 23,participation,100
20,Assignment 24,test,100
20,Assignment 25,quiz,57
20,Assignment 26,homework,100
20,Assignment 27,participation,100
20,Assignment 28,participation,100
20,Assignment 29,project,100
20,Assignment 30,project,100
20,Assignment 31,quiz,100
20,Assignment 32,homework,95
20,Assignment 33,participation,84
20,Assignment 34,participation,100
20,Assignment 35,quiz,96
20,Assignment 36,homework,100
20,Assignment 37,homework,100
20,Assignment 38,test,100
20,Assignment 39,test,100
20,Assignment 40,participation,73
21,Assignment 1,homework,100
21,Assignment 2,homework,65
21,Assignment 3,project,93
21,Assignment 4,homework,71
21,Assignment 5,homework,53
21,Assignment 6,homework,57
21,Assignment 7,quiz,52
21,Assignment 8,participation,49
21,Assignment 9,project,66
21,Assignment 10,quiz,100
21,Assignment 11,test,100
21,Assignment 12,homework,100
21,Assignment 13,project,85
21,Assignment 14,project,70
21,Assignment 15,project,51
21,Assignment 16,test,100
21,Assignment 17,participation,83
21,Assignment 18,quiz,100
21,Assignment 19,participation,92
21,Assignment 20,test,57
21,Assignment 21,homework,99
21,Assignment 22,test,82
21,Assignment 23,participation,71
21,Assignment 24,test,83
21,Assignment 25,quiz,50
21,Assignment 26,homework,81
21,Assignment 27,participation,65
21,Assignment 28,participation,100
21,Assignment 29,project,100
21,Assignment 30,project,81
21,Assignment 31,quiz,60
21,Assignment 32,homework,46
21,Assignment 33,participation,56
21,Assignment 34,participation,55
21,Assignment 35,quiz,58
21,Assignment 36,homework,60
21,Assignment 37,homework,86
21,Assignment 38,test,90
21,Assignment 39,test,65
21,Assignment 40,participation,49
22,Assignment 1,homework,100
22,Assignment 2,homework,100
22,Assignment 3,project,100
22,Assignment 4,homework,85
22,Assignment 5,homework,77
22,Assignment 6,homework,100
22,Assignment 7,quiz,77
22,Assignment 8,participation,64
22,Assignment 9,project,78
22,Assignment 10,quiz,100
22,Assignment 11,test,100
22,Assignment 12,homework,100
22,Assignment 13,project,100
22,Assignment 14,project,88
22,Assignment 15,project,84
22,Assignment 16,test,100
22,Assignment 17,participation,82
22,Assignment 18,quiz,100
22,Assignment 19,participation,100
22,Assignment 20,test,78
22,Assignment 21,homework,100
22,Assignment 22,test,100
22,Assignment 23,participation,100
22,Assignment 24,test,100
22,Assignment 25,quiz,81
22,Assignment 26,homework,100
22,Assignment 27,participation,100
22,Assignment 28,participation,100
22,Assignment 29,project,100
22,Assignment 30,project,100
22,Assignment 31,quiz,99
22,Assignment 32,homework,83
22,Assignment 33,participation,68
22,Assignment 34,participation,77
22,Assignment 35,quiz,85
22,Assignment 36,homework,100
22,Assignment 37,homework,100
22,Assignment 38,test,100
22,Assignment 39,test,100
22,Assignment 40,participation,77
23,Assignment 1,homework,100
23,Assignment 2,homework,100
23,Assignment 3,project,81
23,Assignment 4,homework,85
23,Assignment 5,homework,70
23,Assignment 6,homework,61
23,Assignment 7,quiz,48
23,Assignment 8,participation,52
23,Assignment 9,project,52
23,Assignment 10,quiz,100
23,Assignment 11,test,100
23,Assignment 12,homework,85
23,Assignment 13,project,79
23,Assignment 14,project,87
23,Assignment 15,project,53
23,Assignment 16,test,100
23,Assignment 17,participation,71
23,Assignment 18,quiz,100
23,Assignment 19,participation,100
23,Assignment 20,test,88
23,Assignment 21,homework,100
23,Assignment 22,test,80
23,Assignment 23,participation,75
23,Assignment 24,test,99
23,Assignment 25,quiz,47
23,Assignment 26,homework,89
23,Assignment 27,participation,100
23,Assignment 28,participation,100
23,Assignment 29,project,100
23,Assignment 30,project,93
23,Assignment 31,quiz,53
23,Assignment 32,homework,70
23,Assignment 33,participation,55
23,Assignment 34,participation,51
23,Assignment 35,quiz,53
23,Assignment 36,homework,81
23,Assignment 37,homework,70
23,Assignment 38,test,86
23,Assignment 39,test,65
23,Assignment 40,participation,57
24,Assignment 1,homework,66
24,Assignment 2,homework,61
24,Assignment 3,project,58
24,Assignment 4,homework,44
24,Assignment 5,homework,40
24,Assignment 6,homework,40
24,Assignment 7,quiz,29
24,Assignment 8,participation,40
24,Assignment 9,project,32
24,Assignment 10,quiz,93
24,Assignment 11,test,80
24,Assignment 12,homework,57
24,Assignment 13,project,39
24,Assignment 14,project,39
24,Assignment 15,project,43
24,Assignment 16,test,85
24,Assignment 17,participation,48
24,Assignment 18,quiz,72
24,Assignment 19,participation,60
24,Assignment 20,test,43
24,Assignment 21,homework,60
24,Assignment 22,test,53
24,Assignment 23,participation,50
24,Assignment 24,test,47
24,Assignment 25,quiz,30
24,Assignment 26,homework,46
24,Assignment 27,participation,41
24,Assignment 28,participation,65
24,Assignment 29,project,79
24,Assignment 30,project,42
24,Assignment 31,quiz,41
24,Assignment 32,homework,42
24,Assignment 33,participation,27
24,Assignment 34,participation,37
24,Assignment 35,quiz,35
24,Assignment 36,homework,46
24,Assignment 37,homework,59
24,Assignment 38,test,75
24,Assignment 39,test,35
24,Assignment 40,participation,36
25,Assignment 1,homework,84
25,Assignment 2,homework,60
25,Assignment 3,project,61
25,Assignment 4,homework,49
25,Assignment 5,homework,52
25,Assignment 6,homework,49
25,Assignment 7,quiz,47
25,Assignment 8,participation,48
25,Assignment 9,project,50
25,Assignment 10,quiz,89
25,Assignment 11,test,84
25,Assignment 12,homework,71
25,Assignment 13,project,76
25,Assignment 14,project,55
25,Assignment 15,project,49
25,Assignment 16,test,100
25,Assignment 17,participation,61
25,Assignment 18,quiz,84
25,Assignment 19,participation,90
25,Assignment 20,test,58
25,Assignment 21,homework,82
25,Assignment 22,test,62
25,Assignment 23,participation,64
25,Assignment 24,test,67
25,Assignment 25,quiz,39
25,Assignment 26,homework,79
25,Assignment 27,participation,76
25,Assignment 28,participation,95
25,Assignment 29,project,86
25,Assignment 30,project,64
25,Assignment 31,quiz,55
25,Assignment 32,homework,48
25,Assignment 33,participation,38
25,Assignment 34,participation,48
25,Assignment 35,quiz,52
25,Assignment 36,homework,51
25,Assignment 37,homework,65
25,Assignment 38,test,100
25,Assignment 39,test,53
25,Assignment 40,participation,42
26,Assignment 1,homework,100
26,Assignment 2,homework,100
26,Assignment 3,project,100
26,Assignment 4,homework,100
26,Assignment 5,homework,100
26,Assignment 6,homework,100
26,Assignment 7,quiz,89
26,Assignment 8,participation,85
26,Assignment 9,project,100
26,Assignment 10,quiz,100
26,Assignment 11,test,100
